,title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
8304,GFB 13 (TSUKUBA ROCK FES),2013-07-13,Festival,,,,,,,"1 day 4500, 2 days 7900",
8321,GFB 13 (TSUKUBA ROCK FES),2013-07-14,Festival,,,,,,,"1 day 4500, 2 days 7900",
357,GFB`11 (Tsukuba Rock Festival),2011-07-16,Festival,,,,,,,"1 day 3900, 2 days 6900",
363,GFB`11 (Tsukuba Rock Festival),2011-07-17,Festival,,,,,,,"1 day 3900, 2 days 6900",
3385,GIGA MODULAR 2,2017-09-17,"Electronic,Festival,Noise,Synth-pop",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,3000,3500
2623,"GIGADISCO: Keiji Haino, Tavito Nanao, Yoshida Tatsuya, galcid, Ni-Hao!, Hanazono Distance, more",2018-01-28,"Festival,Mixed Genre",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,3500,3800
2269,GIGAMODULAR 3,2018-07-29,"Electronic,Experimental,Festival,Noise,Other",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,3000,3500
10305,"GODS GUTS, WRENCH, THE GIRL, M.J.Q, Limited Express (has gone?), DODDODO, NZNZCAKE, TADZIO, more",2011-11-27,Festival,Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",2800yen (5000 for both days),3300yen
5871,GOOSE FRESH BEAT 2014,2014-07-19,Festival,,,,,,,4900 / 2 days 8600,
5887,GOOSE FRESH BEAT 2014,2014-07-20,Festival,,,,,,,4900 / 2 days 8600,
2110,GREEN ROOM FESTIVAL,2010-05-22,Festival,,,,,,,,
2117,GREEN ROOM FESTIVAL,2010-05-23,Festival,,,,,,,,
9907,GREENROOM CAMP @ Nemoto Camp Chiba,2012-09-08,Festival,,,,,,,"2 days 5000, camp 2000",
9927,GREENROOM CAMP @ Nemoto Camp Chiba,2012-09-09,Festival,,,,,,,"2 days 5000, camp 2000",
112,GREENROOM FESTIVAL,2011-05-21,Festival,,,,,,,,
159,GREENROOM FESTIVAL,2011-05-22,Festival,,,,,,,,
9527,GREENROOM FESTIVAL,2012-05-19,Festival,,,,,,,"1 day 7300, 2 days 13000",
9564,GREENROOM FESTIVAL,2012-05-20,Festival,,,,,,,"1 day 7300, 2 days 13000",
7910,GREENROOM FESTIVAL,2013-05-18,Festival,,,,,,,"1 day 9000, 2 days 16000",
7919,GREENROOM FESTIVAL,2013-05-19,Festival,,,,,,,"1 day 9000, 2 days 16000",
3482,GREENROOM FESTIVAL,2016-05-21,Festival,,,,,,,,
3497,GREENROOM FESTIVAL,2016-05-22,Festival,,,,,,,,
713,GREENROOM FESTIVAL,2017-05-20,Festival,Red Brick Warehouse,http://www.yokohama-akarenga.jp/,"1-1 Shinko, Naka-ku, Yokohama 231-0001",,Yokohama,"Bashamichi, Nihon-Oodori, Minatomirai, Sakuragicho, Kannai",,
753,GREENROOM FESTIVAL,2017-05-21,Festival,Red Brick Warehouse,http://www.yokohama-akarenga.jp/,"1-1 Shinko, Naka-ku, Yokohama 231-0001",,Yokohama,"Bashamichi, Nihon-Oodori, Minatomirai, Sakuragicho, Kannai",,
5675,GREENROOM FESTIVAL '14,2014-05-24,Festival,,,,,,,,
5684,GREENROOM FESTIVAL '14,2014-05-25,Festival,,,,,,,,
5410,GREENROOM FESTIVAL '15,2015-05-23,Festival,,,,,,,,
5440,GREENROOM FESTIVAL '15,2015-05-24,Festival,,,,,,,,
8009,"GUNJOGACRAYON, EXTRUDERS, Alfred Beach Sandal, TOTSUZEN DANBALL @ JR Fukaya Station",2013-06-15,Festival,,,,,,,1800,
6169,GURU GURU MAWARU 2014,2014-09-15,Festival,,,,,,,4000,
642,GURU GURU MAWARU FESTIVAL @ SAITAMA STADIUM 2002,2011-09-24,Festival,,,,,,,3000yen,4000yen
2053,"GURUGURU NOBORU: The Drowned Shrimp!, Broken Taperecorders, Sasaguchi So-On Orchestra, more",2016-08-12,"Festival,Mixed Genre",O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3000,3500
7975,GURUGURU TOIRO 2013,2013-06-08,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","1 day 3500, 2 days 6000","1 day 4000, 2 days 7000"
7985,GURUGURU TOIRO 2013,2013-06-09,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","1 day 3500, 2 days 6000","1 day 4000, 2 days 7000"
10027,GURUGURUMAWARU FESTIVAL,2012-09-16,Festival,,,,,,,3500yen,4500yen
1040,"Garorinz, Limited Express (has gone?), RUINS alone, uhnellys, ni-hao!, more",2010-12-19,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,,2500yen
3290,Global Culture Exchange Festival,2009-10-31,Festival,,,,,,,,
2301,Go March @ Belgium Beer Weekend,2016-09-22,"Alternative,Instrumental,Post-Rock,Festival",,,,,,,,free
2208,Go March @ Belgium Beer Weekend,2016-09-23,"Alternative,Instrumental,Post-Rock,Festival",,,,,,,,free
2217,Go March @ Belgium Beer Weekend,2016-09-24,"Alternative,Instrumental,Post-Rock,Festival",,,,,,,,free
2324,Guru Guru Mawaru Festival 2010 @ Saitama Stadium 2002,2010-06-26,Festival,,,,,,,"¥3,200","¥4,000"
2277,"Gyoko, BoGGGeY, Punkboi, PIGMEN, itoken, panaquonpe, Nasca Car, more",2016-09-18,"Mixed Genre,Festival",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2800,3300
7697,"HACIENDA OISO FESTIVAL: DIGITALISM, JOHN DIGWEED, 808STATE, JAMES ZABIELA, more",2013-04-27,Festival,,,,,,,"1 day 8900, 2 days 16000",11000
7729,"HACIENDA OISO FESTIVAL: HAPPY MONDAYS, PETER HOOK, SUGIURUMN, more",2013-04-28,Festival,,,,,,,"1 day 8900, 2 days 16000",11000
4042,HAROSHIBU'15,2015-10-24,Festival,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,,
826,HERBESTA FESTIVAL '11,2011-10-21,Festival,,,,,,,,Free
828,HERBESTA FESTIVAL '11,2011-10-22,Festival,,,,,,,,Free
839,HERBESTA FESTIVAL '11,2011-10-23,Festival,,,,,,,,Free
28,"HIBIKI ROCK FEST 11: MAPS & ATLASES, MO'SOME TONEBENDER, mudy on the sakuban, more",2011-05-04,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,3900,4500
34,"HIBIKI ROCK FEST 11: cinema staff, HINTO, NEDRY, te', POLYSICS, SANDRO PERRI, more",2011-05-05,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,3900,4500
9904,HIKYOUSAI 2012,2012-09-08,Festival,,,,,,,6000,8000
10915,"HOSE, Die Kosmisch Loops, KAWAMURA+HAIR STYLISTICS+YAMAGUCHI, GREEN FLAMES,etc",2012-03-24,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,1000
2104,HOSTESS CLUB ALL-NIGHTER,2016-08-20,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,8500 or SUMMER SONIC TICKET,
4788,HOSTESS CLUB ALL-NIGHTER,2017-08-19,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,9500,
3800,"HOSTESS CLUB ALL-NIGHTER: THOM YORKE TOMORROW'S MODERN BOXES, F.F.S, Spiritualized, Deerhunter, more",2015-08-15,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,8500,
7168,HOSTESS CLUB WEEKENDER,2014-02-15,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"2 days 13,900円",
7202,HOSTESS CLUB WEEKENDER,2014-02-16,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"2 days 13,900円",
5835,HOSTESS CLUB WEEKENDER,2014-06-21,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
5842,HOSTESS CLUB WEEKENDER,2014-06-22,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
9673,"HOSTESS CLUB WEEKENDER: BLOC PARTY, HOT CHIP, ARIEL PINK'S HAUNTED GRAFFITI, more",2012-06-24,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 7900yen, 2 days 13900yen",
4986,"HOSTESS CLUB WEEKENDER: Belle & Sebastian, St. Vincent, Caribou, Tune-Yards, more",2015-02-21,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
4996,"HOSTESS CLUB WEEKENDER: Belle & Sebastian, St. Vincent, Caribou, Tune-Yards, more",2015-02-22,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
4425,"HOSTESS CLUB WEEKENDER: Bloc Party, Mystery Jets, The Bohicas, Julia Holter",2015-11-23,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"2 days 13900, 1 day 8900","Pia 279-443, Lawson 78690, Rakuten, e+"
8482,"HOSTESS CLUB WEEKENDER: DINOSAUR JR, FUCKED UP, ...trail of the dead, more",2012-11-03,Festival,Zepp Divercity Tokyo,http://www.zepp.co.jp/divercity/,"Diversity Plaza, 1-1-10 Aomi, Koto-ku, Tokyo",,Daiba,,"1 day 7900, 2 days 13900",
8963,"HOSTESS CLUB WEEKENDER: DIRTY PROJECTORS, BEST COAST, ULTRAISTA, RA RA RIOT, more",2013-02-03,Festival,Zepp Divercity Tokyo,http://www.zepp.co.jp/divercity/,"Diversity Plaza, 1-1-10 Aomi, Koto-ku, Tokyo",,Daiba,,"7900, 2 days 13900",
6907,"HOSTESS CLUB WEEKENDER: Deerhunter, Juana Molina, Four Tet, Omar Souleyman, Austra",2013-12-01,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,,
6346,"HOSTESS CLUB WEEKENDER: JON HOPKINS, WILD BEASTS, IBEYI, more",2014-11-03,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,2 days 13900,
6338,"HOSTESS CLUB WEEKENDER: KAISER CHIEFS, TEAM ME, FUCKED UP, THE VASELINES, DRENGE",2014-11-02,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,2 days 13900,
4388,"HOSTESS CLUB WEEKENDER: Melvins, Daughter, Christopher Owens, Dornik",2015-11-22,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"2 days 13900, 1 day 8900","Pia 279-443, Lawson 78690, Rakuten, e+"
7977,"HOSTESS CLUB WEEKENDER: Mum, Team Me, These New Puritans,Inc, Indians",2013-06-08,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 7900, 2 days 13900",
6804,"HOSTESS CLUB WEEKENDER: Neutral Milk Hotel, Okkervil River, Sebadoh, Delorean, Temples",2013-11-30,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,,
1680,"HOSTESS CLUB WEEKENDER: Pixies, The Kills, The Lemon Twigs, Mono, Little Barrie, Girl Band, more",2017-02-25,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"2 day 8500, 2 days 13900",
26,"HOSTESS CLUB WEEKENDER: Pixies, The Kills, The Lemon Twigs, Mono, Little Barrie, Girl Band, more",2017-02-26,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"2 day 8500, 2 days 13900",
10721,"HOSTESS CLUB WEEKENDER: SPIRITUALIZED, ATLAS SOUND, TORO Y MOI, ANNA CALVI, more",2012-02-19,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 7900yen, 2 days 13900yen",
9662,"HOSTESS CLUB WEEKENDER: THE CRIBS, MYSTERY JETS, GAZ COOMBES, CLOUD NOTHINGS, more",2012-06-23,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 7900yen, 2 days 13900yen",
10680,"HOSTESS CLUB WEEKENDER: THE HORRORS, WU LYF, ZULU WINTER, YOUTH LAGOON, more",2012-02-18,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 7900yen, 2 days 13900yen",
8486,"HOSTESS CLUB WEEKENDER: THURSTON MOORE, LOCAL NATIVES, EFTERKLANG, POP ETC, more",2012-11-04,Festival,Zepp Divercity Tokyo,http://www.zepp.co.jp/divercity/,"Diversity Plaza, 1-1-10 Aomi, Koto-ku, Tokyo",,Daiba,,"1 day 7900, 2 days 13900",
7984,"HOSTESS CLUB WEEKENDER: Travis, The Editors, Wavves, Little Barrie, British Sea Power",2013-06-09,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 7900, 2 days 13900",
9050,"HOSTESS CLUB WEEKENDER: VAMPIRE WEEKEND, BAND OF HORSES, PALMA VIOLETS, more",2013-02-02,Festival,Zepp Divercity Tokyo,http://www.zepp.co.jp/divercity/,"Diversity Plaza, 1-1-10 Aomi, Koto-ku, Tokyo",,Daiba,,"7900, 2 days 13900",
4099,Haikou Fes 2009 @ Yodobashi #3 Elementary School,2009-05-06,Festival,,,,,,,,
4100,Hibiki Rock Fes. 2009,2009-05-06,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
9315,I'LL BE YOUR MIRROR curated by Jim O'Rourke & ATP (POSTPONED),2012-04-15,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"8300 1 day, 15000 2 days",
3295,"INO Hidefumi, Qomolangma Tomato, Masuda Grade",2009-11-03,Festival,,,,,,,,
7067,"Icon Girl Pistols, Midori Aoyama, 百鬼夜行, more [club event]",2014-01-25,Festival,Fai,http://www.fai-aoyama.com,"B1 & B2, 5-10-1, Minami-Aoyama",http://www.fai-aoyama.com/information/index.html,Omotesando,Omotesando,,￥2000 (￥1000 b4 11pm)
6904,Input Place,2013-11-30,Festival,Tokyo Wonder Site Shibuya,http://www.tokyo-ws.org/english/shibuya/index.html,"1-19-8 Jinnan, Shibuya-ku, Tokyo, Japan 150-0041",,Shibuya,,1500,1500
3280,JAM FES,2016-05-04,Festival,,,,,,,,
3291,JAM FES,2016-05-05,Festival,,,,,,,,
3319,JAM FES,2016-05-06,Festival,,,,,,,,
3338,JAM FES,2016-05-07,Festival,,,,,,,,
5258,JAM FES 2015,2015-05-01,Festival,,,,,,,2000 yen,
5264,JAM FES 2015,2015-05-02,Festival,,,,,,,2000 yen,
5270,JAM FES 2015,2015-05-03,Festival,,,,,,,2000 yen,
5277,JAM FES 2015,2015-05-04,Festival,,,,,,,2000 yen,
5290,JAM FES 2015,2015-05-05,Festival,,,,,,,2000 yen,
5301,JAM FES 2015,2015-05-06,Festival,,,,,,,2000 yen,
624,JAM FES 2017,2017-04-30,"Mixed Genre,Festival",,,,,,,1800 per day,2000 per day
413,JAM FES 2017,2017-05-01,"Mixed Genre,Festival",,,,,,,1800 per day,2000 per day
418,JAM FES 2017,2017-05-02,"Mixed Genre,Festival",,,,,,,1800 per day,2000 per day
427,JAM FES 2017,2017-05-03,"Mixed Genre,Festival",,,,,,,1800 per day,2000 per day
435,JAM FES 2017,2017-05-04,"Mixed Genre,Festival",,,,,,,1800 per day,2000 per day
445,JAM FES 2017,2017-05-05,"Mixed Genre,Festival",,,,,,,1800 per day,2000 per day
461,JAM FES 2017,2017-05-06,"Festival,Mixed Genre",,,,,,,1800 per day,2000 per day
682,JAM FES 2017,2017-05-07,"Festival,Mixed Genre",,,,,,,1800 per day,2000 per day
462,"JAMA FES: Emily likes tennis, エレファントノイズカシマシ, kumagusu, 殺生に絶望, THIS IS JAPAN, 喃語, henrytennis, more",2017-05-06,"Mixed Genre,Festival",Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",2000,2500
437,"JAMA FES: カタカナ, GROUDCOVER., ゲスバンド, サイコ風呂敷, シャイガンティ, ダンカンバカヤロー！, 股下89, メシアと人人, more",2017-05-04,"Mixed Genre,Festival",Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",2000,2500
7173,JAPAN JAM,2014-05-03,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
7178,JAPAN JAM,2014-05-04,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
7219,JAPAN JAM,2014-05-05,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
436,JAPAN JAM 2017,2017-05-04,Festival,,,,,,,"1 day 9400, 2 days 17000, 3 days 23000",
453,JAPAN JAM 2017,2017-05-05,Festival,,,,,,,"1 day 9400, 2 days 17000, 3 days 23000",
463,JAPAN JAM 2017,2017-05-06,Festival,,,,,,," 1 day 9400, 2 days 17000, 3 days 23000",
3274,JAPAN JAM BEACH,2016-05-03,Festival,,,,,,,"1 day 9400, 2 days 17000, 3 days 23000",
2603,JAPAN JAM BEACH,2016-05-04,Festival,,,,,,,"1 day 9400, 2 days 17000, 3 days 23000",
3294,JAPAN JAM BEACH,2016-05-05,Festival,,,,,,,"1 day 9400, 2 days 17000, 3 days 23000",
5269,JAPAN JAM BEACH 2015,2015-05-03,Festival,,,,,,,"1 day 7400, 2 days 13000, 3 days 18000",
5278,JAPAN JAM BEACH 2015,2015-05-04,Festival,,,,,,,"1 day 7400, 2 days 13000, 3 days 18000",
5292,JAPAN JAM BEACH 2015,2015-05-05,Festival,,,,,,,"1 day 7400, 2 days 13000, 3 days 18000",
6722,JAPAN SHOEGAZER FESTIVAL 2013,2013-11-04,Festival,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,3500,4000
2957,JAPAN SHOEGAZER FESTIVAL 2016,2016-03-05,"Shoegaze,Festival",Club Seata,http://seata.jp,"Kichijoji Honcho 1-20-3, Musashino",,Kichijoji,Kichijoji,"3,500","4,000"
4192,JAZZ ART SENGAWA,2017-09-16,"Improvised,Jazz,Festival,Film",Sengawa Theater,http://www.sengawa-gekijo.jp/,東京都調布市仙川町1-21-5,,Sengawa,,,
3387,JAZZ ART SENGAWA,2017-09-17,"Festival,Improvised,Jazz",Sengawa Theater,http://www.sengawa-gekijo.jp/,東京都調布市仙川町1-21-5,,Sengawa,,,
4119,JIGOKU NO COMMUNICATION '17: 47 bands,2017-12-23,"Festival,Mixed Genre,WTF?",Sound Studio DOM,http://soundstudiodom.web.fc2.com/,"3F Koenjiminami 4-25-7, Suginami-ku",,Koenji,Koenji,,¥1000
3254,"JMW - Australia Festival w/ Kevin Windross, Natasha Bouchard, Amber, Simon Kelly...",2009-11-12,Festival,La Mama,http://www.lamama.net,"Primera Dogenzaka B1, 1-15-3 Dogenzaka, Shibuya-ku",,Shibuya,,,
3231,"JMW - France Festival w/ Kaoru Arai, Jan Mei for, Sasha Saita, Alexis Donati, more",2009-11-15,Festival,CoZmo's Cafe,https://facebook.com/pages/COZMOS-CAFEBAR/158953197448801,"1-6-3 Shibuya, Shibuya-ku",,Shibuya,Shibuya,,
3308,"JMW - Kotto-dori Music Day w/ Miico, Takashi Igarashi, Chiyaki Yokoyama, Onda shonen",2009-11-14,Festival,,,,,,,,
7750,JUMP JUMP x FIX - YOYOGI soundsystem 2013 @ Yoyogi Park,2013-04-07,Festival,,,,,,,,FREE
133,"Jez riley French, Toshimaru Nakamura, Sachiko Nagata, minoru sato -m/s, Harada/Lyall",2011-06-05,Festival,Content,http://www.garlands.jp/content,"MOT Museum B1F, 4-1-1 Miyoshi, Koto-ku, Tokyo",http://www.mot-art-museum.jp/eng/access.html,Kiyosumi-Shirakawa,Kiyosumi-Shirakawa,2500 yen,3000 yen
1993,KAIKOO POPWAVE FESTIVAL,2010-04-10,Festival,,,,,,,,
1714,KAIKOO POPWAVE FESTIVAL,2010-04-11,Festival,,,,,,,,
10256,KAIKOO POPWAVE FESTIVAL,2011-11-19,Festival,,,,,,,5000yen,6000yen
9405,KAIKOO POPWAVE FESTIVAL 2012,2012-04-21,Festival,,,,,,,"1 day 6500yen, 2 days 12000yen","1 day 7500yen, 2 days 14000yen"
9442,KAIKOO POPWAVE FESTIVAL 2012,2012-04-22,Festival,,,,,,,"1 day 6500yen, 2 days 12000yen","1 day 7500yen, 2 days 14000yen"
2107,"KAKUBARHYTHM MATSURI: YOUR SONG IS GOOD, KICELL, VIDEOTAPEMUSIC, SKIRT, more",2016-08-21,Festival,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,4000,
9672,"KIWA KIWA Festival 2012: VOLA & THE ORIENTAL MACHINE, UHNELLYS, the ARROWS, more",2012-06-24,Festival,Club Asia,http://www.clubasia.co.jp,"1-8 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3300,
4561,"KNOTFEST: Slipknot, Korn, Limp Bizkit, more",2014-11-15,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 14000, 2 days 27000",
4568,"KNOTFEST: Slipknot, Korn, Limp Bizkit, more",2014-11-16,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"1 day 14000, 2 days 27000",
3474,Kodomo Music & Art Festival,2009-12-12,Festival,,,,,,,,
3422,Kodomo Music & Art Festival,2009-12-13,Festival,,,,,,,,
9633,"Kyushu Electric Pop Festival: Hyacca, cynicalsmileisyourfavorite, MacManaman, more",2012-06-02,Festival,Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",,2000 (2 day 3000)
3848,LABYRINTH 2015,2015-09-19,Festival,,,,,,,SOLD OUT,
3903,LABYRINTH 2015,2015-09-20,Festival,,,,,,,SOLD OUT,
3947,LABYRINTH 2015,2015-09-21,Festival,,,,,,,SOLD OUT,
4726,LIVE DI:GA JUDGEMENT 2014,2014-12-30,Festival,Club Quattro,http://www.club-quattro.com,"5F Parco Quattro, 32-13 Udagawa-cho",http://www.club-quattro.com/shibuya/access/,Shibuya,Shibuya,3500,
4728,LIVE DI:GA JUDGEMENT 2014,2014-12-31,Festival,Club Quattro,http://www.club-quattro.com,"5F Parco Quattro, 32-13 Udagawa-cho",http://www.club-quattro.com/shibuya/access/,Shibuya,Shibuya,4000,
2560,LIVE MAGIC,2016-10-22,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 12000, 2 days 21000",
2577,LIVE MAGIC,2016-10-23,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 12000, 2 days 21000",
10296,"LOSTAGE, toddle, KIRIHITO, Crypt City, SiNE, DAMAGE, core of bells, salsa, more",2011-11-26,Festival,Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",2800yen (5000 for both days),3300yen
6634,LOUD PARK,2013-10-19,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",,
6643,LOUD PARK,2013-10-20,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",,
4083,LOUD PARK,2015-10-10,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","1 day 15500, 2 days 27500",
4090,LOUD PARK,2015-10-11,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","1 day 15500, 2 days 27500",
799,LOUD PARK '11,2011-10-15,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",,
3598,LOUD PARK '17,2017-10-14,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",TBA,
3608,LOUD PARK '17,2017-10-15,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono",TBA,
2679,LOUD PARK 10,2010-10-16,Festival,Saitama Super Arena,http://www.saitama-arena.co.jp,"8 Shintoshin, Chūō-ku, Saitama-shi",http://www.saitama-arena.co.jp/access/,Saitama,"Saitama Shintoshin, Kitayono","One day Y14000, 2 day Y25000",
